"","subject","rt","Happy","Calm","Sad","AngryStressful","Familiar","title","Condition","Track_ID"
"159",5,6226,6,1,1,1,1,"takeYouAb","Melody",20
"160",5,4962,1,1,1,1,1,"willowSong","Melody",22
"161",6,30293,4,5,3,1,1,"goognightMoon","Lyrics",9
"162",6,30879,5,4,5,1,1,"willowSong","Melody",22
"163",6,24904,3,2,3,1,1,"silentMoon","Melody",26
"164",6,17971,1,4,9,1,1,"theCrucifixion","Lyrics",5
"165",6,16126,2,1,3,2,1,"owlAPussyCat","Melody",18
"166",6,16791,2,2,7,1,1,"iWishYouLove","Melody",28
"167",6,21034,7,3,2,1,1,"dancinInTheMoonlightC","Lyrics",3
"168",6,22472,1,1,4,3,1,"takeYouAb","Melody",20
"169",6,16148,1,1,9,1,1,"everyTimeWeSayGoodbye","Lyrics",7
"170",6,22255,1,1,7,9,1,"toThisWeveCome","Lyrics",13
"171",6,16290,2,1,4,1,1,"bambi","Melody",24
"172",6,15894,9,2,2,1,1,"dream","Lyrics",11
"173",6,11484,9,2,1,1,1,"onMusic","Lyrics",1
"174",6,17088,4,2,5,1,1,"theCage","Melody",30
"175",6,33498,1,1,2,7,1,"noMoreMissNice","Melody",32
"176",6,13519,2,1,4,1,1,"dream","Melody",27
"177",6,11441,1,1,9,9,1,"thatsAll","Lyrics",15
"178",6,12777,1,4,9,1,1,"theCrucifixion","Melody",21
"179",6,11659,9,5,1,1,1,"iWishYouLove","Lyrics",12
"180",6,13997,7,2,2,1,1,"silentMoon","Lyrics",10
"181",6,20092,1,1,7,6,1,"bambi","Lyrics",8
"182",6,14406,1,2,2,1,1,"onMusic","Melody",17
"183",6,19765,1,1,4,6,1,"thatsAll","Melody",31
"184",6,22311,2,2,3,1,1,"goognightMoon","Melody",25
"185",6,26333,1,1,5,9,1,"noMoreMissNice","Lyrics",16
"186",6,17255,2,2,2,1,1,"everyTimeWeSayGoodbye","Melody",23
"187",6,48424,2,1,2,1,1,"dancinInTheMoonlightC","Melody",19
"188",6,32017,2,2,2,1,1,"theCage","Lyrics",14
"189",6,56937,1,1,2,1,1,"owlAPussyCat","Lyrics",2
"190",6,134095,2,2,2,1,1,"takeYouAb","Lyrics",4
"191",6,99598,3,2,2,1,1,"toThisWeveCome","Melody",29
"192",6,21544,2,2,2,1,1,"willowSong","Lyrics",6
"193",7,12439,2,1,5,7,1,"owlAPussyCat","Melody",18
"194",7,16798,5,4,6,7,9,"theCage","Melody",30
"195",7,17132,7,4,3,5,1,"dream","Lyrics",11
"196",7,11670,2,5,8,6,1,"theCrucifixion","Lyrics",5
"197",7,12119,6,7,5,5,1,"goognightMoon","Lyrics",9
"198",7,8951,7,7,6,3,3,"onMusic","Lyrics",1
"199",7,21460,7,4,5,4,2,"takeYouAb","Melody",20
"200",7,13068,4,6,8,5,3,"everyTimeWeSayGoodbye","Lyrics",7
"201",7,13731,8,3,6,2,5,"bambi","Melody",24
"202",7,10952,8,4,6,5,3,"silentMoon","Melody",26
"203",7,14813,9,5,1,2,9,"dancinInTheMoonlightC","Lyrics",3
"204",7,13535,7,4,6,4,2,"noMoreMissNice","Melody",32
"205",7,11211,7,6,3,5,1,"willowSong","Melody",22
"206",7,12322,1,1,7,9,7,"toThisWeveCome","Lyrics",13
"207",7,12259,6,5,6,3,2,"iWishYouLove","Melody",28
"208",7,11813,7,6,6,3,3,"goognightMoon","Melody",25
"209",7,10768,1,1,7,9,9,"thatsAll","Melody",31
"210",7,7920,3,3,7,6,7,"bambi","Lyrics",8
"211",7,9759,7,6,6,2,3,"iWishYouLove","Lyrics",12
"212",7,10436,1,1,7,9,7,"toThisWeveCome","Melody",29
"213",7,14463,6,6,7,3,3,"dream","Melody",27
"214",7,10091,4,3,8,6,3,"everyTimeWeSayGoodbye","Melody",23
"215",7,16256,2,3,8,6,3,"theCrucifixion","Melody",21
"216",7,10948,6,4,6,5,3,"onMusic","Melody",17
"217",7,8389,1,1,7,9,9,"thatsAll","Lyrics",15
"218",7,11290,3,5,8,6,9,"theCage","Lyrics",14
"219",7,11118,6,3,7,7,3,"noMoreMissNice","Lyrics",16
"220",7,11397,3,2,5,6,3,"owlAPussyCat","Lyrics",2
"221",7,9689,7,4,5,2,3,"takeYouAb","Lyrics",4
"222",7,13550,8,9,3,1,9,"dancinInTheMoonlightC","Melody",19
"223",7,12316,5,3,8,6,3,"willowSong","Lyrics",6
"224",7,18262,7,6,6,2,3,"silentMoon","Lyrics",10
"225",8,18073,1,3,8,3,1,"theCrucifixion","Lyrics",5
"226",8,33172,8,1,1,1,3,"bambi","Melody",24
"227",8,60121,6,8,2,1,6,"goognightMoon","Lyrics",9
"228",8,11485,8,6,2,1,1,"willowSong","Melody",22
"229",8,25073,1,6,9,1,7,"everyTimeWeSayGoodbye","Lyrics",7
"230",8,10798,7,9,4,1,3,"dream","Lyrics",11
"231",8,17395,3,2,4,7,1,"takeYouAb","Melody",20
"232",8,29310,4,9,8,1,9,"iWishYouLove","Melody",28
"233",8,18321,4,3,3,6,1,"theCage","Melody",30
"234",8,17351,6,3,3,3,1,"dancinInTheMoonlightC","Lyrics",3
"235",8,15675,5,7,4,1,1,"silentMoon","Melody",26
"236",8,9557,1,1,3,7,1,"owlAPussyCat","Melody",18
"237",8,9311,6,7,3,1,2,"onMusic","Lyrics",1
"238",8,14480,4,3,4,7,1,"noMoreMissNice","Melody",32
"239",8,10207,1,1,2,9,1,"toThisWeveCome","Lyrics",13
"240",8,11925,4,8,3,1,7,"dream","Melody",27
"241",8,13292,1,1,2,6,1,"owlAPussyCat","Lyrics",2
"242",8,9250,4,8,7,1,1,"goognightMoon","Melody",25
"243",8,37322,2,2,3,7,4,"noMoreMissNice","Lyrics",16
"244",8,11272,2,7,7,1,8,"everyTimeWeSayGoodbye","Melody",23
"245",8,8285,2,2,4,7,1,"thatsAll","Lyrics",15
"246",8,10407,3,8,6,1,1,"theCrucifixion","Melody",21
"247",8,10194,1,1,2,8,1,"toThisWeveCome","Melody",29
"248",8,9771,3,8,7,1,9,"iWishYouLove","Lyrics",12
"249",8,9566,6,7,2,1,1,"silentMoon","Lyrics",10
"250",8,22722,6,2,3,4,3,"takeYouAb","Lyrics",4
"251",8,12549,3,2,6,7,2,"thatsAll","Melody",31
"252",8,11685,4,7,5,1,1,"willowSong","Lyrics",6
"253",8,14106,4,2,6,4,1,"bambi","Lyrics",8
"254",8,12521,6,8,6,1,1,"onMusic","Melody",17
"255",8,10629,5,6,5,6,1,"theCage","Lyrics",14
"256",8,15514,3,2,4,6,3,"dancinInTheMoonlightC","Melody",19
"257",10,15527,8,9,1,1,1,"goognightMoon","Lyrics",9
"258",10,23875,1,4,8,5,1,"toThisWeveCome","Lyrics",13
"259",10,11224,5,6,4,1,1,"dream","Lyrics",11
"260",10,17185,1,4,4,4,1,"theCage","Melody",30
"261",10,17261,7,6,2,2,1,"bambi","Melody",24
"262",10,15684,2,5,9,5,1,"everyTimeWeSayGoodbye","Lyrics",7
"263",10,7821,4,5,4,5,1,"silentMoon","Melody",26
"264",10,8722,6,6,4,5,1,"takeYouAb","Melody",20
"265",10,12255,5,5,5,5,7,"noMoreMissNice","Melody",32
"266",10,7772,5,5,5,5,1,"willowSong","Melody",22
"267",10,12618,1,3,2,5,7,"iWishYouLove","Melody",28
"268",10,19580,7,9,1,1,3,"onMusic","Lyrics",1
"269",10,11979,5,2,2,9,1,"owlAPussyCat","Melody",18
"270",10,10315,1,4,9,5,1,"theCrucifixion","Lyrics",5
"271",10,8674,9,9,1,1,3,"dancinInTheMoonlightC","Lyrics",3
"272",10,17479,5,4,1,3,7,"thatsAll","Melody",31
"273",10,9150,6,6,6,4,1,"silentMoon","Lyrics",10
"274",10,10391,5,3,6,9,1,"toThisWeveCome","Melody",29
"275",10,8866,1,5,9,5,1,"theCrucifixion","Melody",21
"276",10,9253,4,4,4,4,1,"theCage","Lyrics",14
"277",10,9706,2,5,8,2,1,"everyTimeWeSayGoodbye","Melody",23
"278",10,9935,2,5,9,5,1,"goognightMoon","Melody",25
"279",10,8132,6,6,4,5,1,"iWishYouLove","Lyrics",12
"280",10,10487,4,6,8,4,1,"onMusic","Melody",17
"281",10,8229,8,8,2,3,1,"takeYouAb","Lyrics",4
"282",10,10170,4,5,4,4,1,"willowSong","Lyrics",6
"283",10,5904,7,7,3,5,1,"thatsAll","Lyrics",15
"284",10,15573,4,4,6,8,8,"noMoreMissNice","Lyrics",16
"285",10,10093,4,4,6,8,1,"owlAPussyCat","Lyrics",2
"286",10,9708,6,6,4,5,1,"bambi","Lyrics",8
"287",10,17175,5,5,5,5,7,"dancinInTheMoonlightC","Melody",19
"288",10,8612,4,5,6,4,8,"dream","Melody",27
"289",11,35741,7,8,5,1,9,"dancinInTheMoonlightC","Melody",19
"290",11,31232,4,7,6,1,1,"iWishYouLove","Lyrics",12
"291",11,30787,3,6,7,1,3,"goognightMoon","Melody",25
"292",11,17529,8,1,1,7,1,"owlAPussyCat","Lyrics",2
"293",11,40840,9,3,6,7,9,"thatsAll","Lyrics",15
"294",11,13122,9,3,1,1,2,"takeYouAb","Lyrics",4
"295",11,27864,1,2,8,4,2,"willowSong","Lyrics",6
"296",11,56552,6,3,5,8,9,"theCage","Lyrics",14
"297",11,14530,6,9,4,2,2,"silentMoon","Lyrics",10
"298",11,16633,6,8,4,1,3,"onMusic","Melody",17
"299",11,26638,5,9,6,2,1,"theCrucifixion","Melody",21
"300",11,20843,6,2,3,9,1,"toThisWeveCome","Melody",29
"301",11,27725,7,3,6,6,4,"noMoreMissNice","Lyrics",16
"302",11,18488,9,5,5,6,9,"thatsAll","Melody",31
"303",11,11997,6,8,6,2,2,"everyTimeWeSayGoodbye","Melody",23
"304",11,16063,7,7,6,3,5,"dream","Melody",27
"305",11,15660,7,3,6,7,4,"bambi","Lyrics",8
"306",11,19882,6,8,5,2,4,"onMusic","Lyrics",1
"307",11,18380,8,6,3,2,5,"bambi","Melody",24
"308",11,10082,6,7,6,2,2,"silentMoon","Melody",26
"309",11,19573,7,8,6,2,3,"dream","Lyrics",11
"310",11,15031,3,1,6,9,3,"toThisWeveCome","Lyrics",13
"311",11,15160,2,3,6,8,2,"owlAPussyCat","Melody",18
"312",11,14406,6,8,7,3,2,"iWishYouLove","Melody",28
"313",11,13368,7,7,5,2,3,"willowSong","Melody",22
"314",11,14047,8,8,3,1,5,"goognightMoon","Lyrics",9
"315",11,15262,4,4,6,8,9,"theCage","Melody",30
"316",11,12997,9,7,3,1,9,"dancinInTheMoonlightC","Lyrics",3
"317",11,14523,5,7,8,3,2,"everyTimeWeSayGoodbye","Lyrics",7
"318",11,17326,3,7,7,4,1,"theCrucifixion","Lyrics",5
"319",11,17317,8,5,4,4,6,"noMoreMissNice","Melody",32
"320",11,12680,9,6,3,1,5,"takeYouAb","Melody",20
"321",12,38139,6,8,6,1,2,"takeYouAb","Lyrics",4
"322",12,14848,3,2,7,8,1,"toThisWeveCome","Melody",29
"323",12,19434,6,9,6,1,1,"iWishYouLove","Lyrics",12
"324",12,15942,2,6,9,2,1,"willowSong","Lyrics",6
"325",12,15797,7,6,1,1,1,"owlAPussyCat","Lyrics",2
"326",12,16137,6,4,4,2,9,"thatsAll","Lyrics",15
"327",12,20789,1,8,9,1,3,"theCrucifixion","Melody",21
"328",12,15076,6,6,4,3,1,"bambi","Lyrics",8
"329",12,17724,7,7,3,3,1,"onMusic","Melody",17
"330",12,11345,5,8,6,1,1,"silentMoon","Lyrics",10
"331",12,8583,5,6,6,6,1,"theCage","Lyrics",14
"332",12,14432,9,6,1,1,9,"dancinInTheMoonlightC","Melody",19
"333",12,16601,7,4,1,1,9,"thatsAll","Melody",31
"334",12,11364,3,4,4,6,3,"noMoreMissNice","Lyrics",16
"335",12,18919,4,6,7,1,1,"goognightMoon","Melody",25
"336",12,22822,6,6,4,3,3,"dream","Melody",27
"337",12,13933,2,7,8,1,1,"everyTimeWeSayGoodbye","Melody",23
"338",12,11396,7,9,8,1,3,"dream","Lyrics",11
"339",12,11425,8,9,2,1,4,"silentMoon","Melody",26
"340",12,10413,1,1,8,9,3,"toThisWeveCome","Lyrics",13
"341",12,14439,4,7,8,2,2,"theCage","Melody",30
"342",12,9701,6,7,8,1,3,"willowSong","Melody",22
"343",12,16382,7,9,4,1,3,"bambi","Melody",24
"344",12,15718,5,9,4,1,7,"goognightMoon","Lyrics",9
"345",12,21305,4,4,7,6,4,"noMoreMissNice","Melody",32
"346",12,14573,3,9,7,1,3,"iWishYouLove","Melody",28
"347",12,13018,1,6,9,6,9,"theCrucifixion","Lyrics",5
"348",12,13661,4,4,5,7,2,"owlAPussyCat","Melody",18
"349",12,11066,9,4,1,1,9,"dancinInTheMoonlightC","Lyrics",3
"350",12,11276,6,6,4,2,8,"takeYouAb","Melody",20
"351",12,13012,3,6,8,1,7,"everyTimeWeSayGoodbye","Lyrics",7
"352",12,11637,8,7,3,1,8,"onMusic","Lyrics",1
"353",13,32921,2,3,8,1,1,"theCage","Melody",30
"354",13,14552,1,1,7,7,1,"toThisWeveCome","Lyrics",13
"355",13,15851,7,7,2,1,1,"onMusic","Lyrics",1
"356",13,12073,5,7,7,1,1,"everyTimeWeSayGoodbye","Lyrics",7
"357",13,20209,5,8,5,1,5,"goognightMoon","Lyrics",9
"358",13,17527,3,3,5,1,1,"owlAPussyCat","Melody",18
"359",13,11500,7,3,1,1,1,"takeYouAb","Melody",20
"360",13,21802,1,5,7,1,1,"theCrucifixion","Lyrics",5
"361",13,15303,8,7,3,1,9,"dream","Lyrics",11
"362",13,10814,6,5,1,1,5,"dancinInTheMoonlightC","Lyrics",3
"363",13,11470,5,6,2,1,1,"bambi","Melody",24
"364",13,13147,1,5,1,5,1,"noMoreMissNice","Melody",32
"365",13,9128,1,7,6,1,1,"iWishYouLove","Melody",28
"366",13,6632,5,6,5,1,1,"silentMoon","Melody",26
"367",13,9833,6,7,5,1,1,"willowSong","Melody",22
"368",13,14191,2,4,1,1,2,"owlAPussyCat","Lyrics",2
"369",13,10226,5,6,1,1,9,"dream","Melody",27
"370",13,10393,3,7,7,1,1,"iWishYouLove","Lyrics",12
"371",13,7094,1,7,7,1,1,"theCrucifixion","Melody",21
"372",13,9379,5,1,1,1,1,"thatsAll","Lyrics",15
"373",13,7492,1,6,6,1,1,"willowSong","Lyrics",6
"374",13,12588,5,6,5,1,1,"silentMoon","Lyrics",10
"375",13,11352,7,1,1,1,1,"takeYouAb","Lyrics",4
"376",13,9096,4,6,5,1,1,"onMusic","Melody",17
"377",13,15664,2,7,7,1,2,"everyTimeWeSayGoodbye","Melody",23
"378",13,9129,2,6,6,1,1,"goognightMoon","Melody",25
"379",13,12563,1,1,1,6,6,"noMoreMissNice","Lyrics",16
"380",13,13025,2,2,6,1,1,"theCage","Lyrics",14
"381",13,10444,5,5,1,1,2,"dancinInTheMoonlightC","Melody",19
"382",13,9542,5,5,1,1,1,"thatsAll","Melody",31
"383",13,9601,4,5,5,1,1,"bambi","Lyrics",8
"384",13,8589,1,1,1,7,1,"toThisWeveCome","Melody",29
"385",14,25006,4,4,4,4,1,"thatsAll","Melody",31
"386",14,27337,2,4,7,7,1,"thatsAll","Lyrics",15
"387",14,22319,1,6,8,8,8,"dream","Melody",27
"388",14,15855,2,6,8,8,1,"willowSong","Lyrics",6
"389",14,11801,5,6,6,2,1,"iWishYouLove","Lyrics",12
"390",14,10242,2,6,8,2,1,"goognightMoon","Melody",25
"391",14,11567,5,4,4,4,1,"bambi","Lyrics",8
"392",14,16571,4,3,1,7,1,"owlAPussyCat","Lyrics",2
"393",14,18030,1,4,8,2,3,"theCrucifixion","Melody",21
"394",14,13147,2,6,6,4,1,"everyTimeWeSayGoodbye","Melody",23
"395",14,8792,6,6,3,3,1,"onMusic","Melody",17
"396",14,18430,4,5,3,3,1,"theCage","Lyrics",14
"397",14,9333,1,2,1,7,1,"toThisWeveCome","Melody",29
"398",14,12444,2,2,2,8,3,"noMoreMissNice","Lyrics",16
"399",14,9840,2,5,7,2,1,"dancinInTheMoonlightC","Melody",19
"400",14,8991,6,7,4,1,1,"silentMoon","Lyrics",10
"401",14,10977,1,2,1,7,1,"takeYouAb","Lyrics",4
"402",14,12812,5,5,3,1,1,"silentMoon","Melody",26
"403",14,17822,5,5,5,5,1,"owlAPussyCat","Melody",18
"404",14,9003,8,7,5,1,3,"iWishYouLove","Melody",28
"405",14,7468,7,7,1,1,3,"willowSong","Melody",22
"406",14,12973,1,7,1,1,2,"theCage","Melody",30
"407",14,14336,9,9,1,1,8,"goognightMoon","Lyrics",9
"408",14,12393,2,2,2,8,1,"toThisWeveCome","Lyrics",13
"409",14,8088,9,9,1,1,9,"dream","Lyrics",11
"410",14,9230,8,1,1,1,8,"dancinInTheMoonlightC","Lyrics",3
"411",14,11172,3,5,8,1,9,"everyTimeWeSayGoodbye","Lyrics",7
"412",14,10353,4,5,6,5,1,"theCrucifixion","Lyrics",5
"413",14,12082,4,5,1,1,8,"onMusic","Lyrics",1
"414",14,11146,4,5,1,1,3,"bambi","Melody",24
"415",14,16492,2,2,2,2,1,"noMoreMissNice","Melody",32
"416",14,11305,5,5,5,5,1,"takeYouAb","Melody",20
